title,region__title,country_title
Садовый (Владимирская область),Владимирская область,Россия
"Садовый (Новосибирская, Новосибирский р)",Новосибирская область,Россия
Садовый (Свердловская область),Свердловская область,Россия
"Сазоново (Вологодская, Чагодощенский р)",Вологодская область,Россия
"Саитбаба (Башкортостан, Гафурийский р)",Республика Башкортостан,Россия
Саки,Республика Крым,Россия
Сакмара,Оренбургская область,Россия
Салават,Республика Башкортостан,Россия
Салаир,Кемеровская область,Россия
Салехард,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Саловка (Пензенская область),Пензенская область,Россия
Салым,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Сальск,Ростовская область,Россия
Самаркино (Оренбургская область),Оренбургская область,Россия
Самарское,Ростовская область,Россия
"Самково (Архангельская об, Плесецкий р.)",Архангельская область,Россия
Самойловка,Саратовская область,Россия
Самофаловка (Волгоградская область),Волгоградская область,Россия
Самусь,Томская область,Россия
Санатория Глуховского,Республика Башкортостан,Россия
Саначино (Тверская область),Тверская область,Россия
Сангар (Республика Саха (Якутия)),Республика Северная Осетия - Алания,Россия
Санчурск,Кировская область,Россия
"Сапёрное (Ленинградская, Приозерский р)",Ленинградская область,Россия
Саперный,Ленинградская область,Россия
Сапожок (Рязанская область),Рязанская область,Россия
Сапроново (Московская обл. Ленинский рн),Московская область,Россия
Сарабкино (Оренбургская область),Оренбургская область,Россия
Сараи,Рязанская область,Россия
Сарайлы (Республика Башкортостан),Республика Башкортостан,Россия
Саракташ,Оренбургская область,Россия
"Сараны (Пермский край, Горнозаводский р)",Пермский край,Россия
Сарапул,Удмуртская Республика,Россия
"Саратов-63 (Саратовская, Энгельсский р)",Саратовская область,Россия
Саратовский (Кабардино-Балкария),Кабардино-Балкарская Республика,Россия
Сарафоново (Ярославская область),Ярославская область,Россия
Саргазы (Челябинская область),Челябинская область,Россия
Саргатское,Омская область,Россия
Сарлей,Нижегородская область,Россия
Сарманово,Республика Татарстан,Россия
Саров,Нижегородская область,Россия
Сарпа (Республика Калмыкия),Республика Калмыкия,Россия
"Сарс (Пермский край, Октябрьский район)",Пермский край,Россия
Сарыбалык (Здвинский район),Новосибирская область,Россия
"Сарыг-Сеп (Тыва, Каа-Хемский кожуун р)",Республика Тыва,Россия
Сасово,Рязанская область,Россия
Сатинка,Тамбовская область,Россия
Сатка,Челябинская область,Россия
Саук-Дере (Краснодарский край),Краснодарский край,Россия
Сафакулево,Курганская область,Россия
"Сафарово (Башкортостан, Учалинский р)",Республика Башкортостан,Россия
Сафоново,Смоленская область,Россия
Саяногорск,Республика Хакасия,Россия
Саянск,Иркутская область,Россия
Саянский (Красноярский край),Красноярский край,Россия
Сбега,Забайкальский край,Россия
Свапуще (Тверская область),Тверская область,Россия
Сватово,Луганская Народная Республика,Россия
Свень-Транспортная (Брянская область),Брянская область,Россия
Свердловск (Луганская область),Луганская Народная Республика,Россия
Свердловский,Московская область,Россия
Светиловка (Амурская область),Амурская область,Россия
Светловодское (Кабардино-Балкария),Кабардино-Балкарская Республика,Россия
Светлогорск (Калининградская область),Калининградская область,Россия
Светлоград,Ставропольский край,Россия
Светлополянск,Кировская область,Россия
Светлые Горы,Московская область,Россия
Светлый (Калининградская область),Калининградская область,Россия
Светлый (Пермская область),Пермский край,Россия
Светлый Путь Ленина (Краснодарский край),Краснодарский край,Россия
Светлый Яр,Волгоградская область,Россия
Светогорск,Ленинградская область,Россия
Свирск,Иркутская область,Россия
"Свитино (Московская, Наро-Фоминский)",Московская область,Россия
"Свобода (Воронежская, Лиски)",Воронежская область,Россия
"Свобода (Курская обл., Золотухинский р.)",Курская область,Россия
Свободный,Амурская область,Россия
Свободы (пгт),Ставропольский край,Россия
свх Масловский,Воронежская область,Россия
Себеж,Псковская область,Россия
Северка (Свердловская область),Свердловская область,Россия
Северное,Оренбургская область,Россия
Северный,Белгородская область,Россия
Северо-Енисейский,Красноярский край,Россия
Северо-Курильск,Сахалинская область,Россия
Северобайкальск,Республика Бурятия,Россия
Северодвинск,Архангельская область,Россия
Северодонецк,Луганская Народная Республика,Россия
Североморск,Мурманская область,Россия
Североонежск,Архангельская область,Россия
Северотатарское (Новосибирская область),Новосибирская область,Россия
Северотатарское (Татарский район),Новосибирская область,Россия
Североуральск,Свердловская область,Россия
Северск,Томская область,Россия
Северская,Краснодарский край,Россия
Севрюково (Белгородская область),Белгородская область,Россия
Севск,Брянская область,Россия
Сегежа,Республика Карелия,Россия
Седельниково,Омская область,Россия
Сеитовка (Астраханская область),Астраханская область,Россия
Сёйка (Республика Алтай),Республика Алтай,Россия
Сеймчан (Магаданская область),Магаданская область,Россия
Секиотово (Рязанская область),Рязанская область,Россия
Селенгинск,Республика Бурятия,Россия
Селижарово,Тверская область,Россия
Селихино,Хабаровский край,Россия
Селихово (Знаменский район),Орловская область,Россия
Селты,Удмуртская Республика,Россия
Сельцо,Брянская область,Россия
Селятино,Московская область,Россия
Семёнково (Вологодская область),Вологодская область,Россия
Семенов,Нижегородская область,Россия
Семеновка (Курманаевский район),Оренбургская область,Россия
Семёновское (Ступинский район),Московская область,Россия
Семибратово,Ярославская область,Россия
Семигорский (Краснодарский край),Краснодарский край,Россия
Семикаракорск,Ростовская область,Россия
Семилуки,Воронежская область,Россия
Семиозёрка (Республика Татарстан),Республика Татарстан,Россия
"Семрино (Ленинградская обл, Гатчинский)",Ленинградская область,Россия
Сенгилей,Ульяновская область,Россия
Сенцово (Липецкая область),Липецкая область,Россия
Серафимович,Волгоградская область,Россия
Серафимовский (Республика Башкортостан),Республика Башкортостан,Россия
Сергач,Нижегородская область,Россия
Сергеевка,Приморский край,Россия
Сергиев Посад,Московская область,Россия
Сергиевск,Самарская область,Россия
Сергиевская (Краснодарский край),Краснодарский край,Россия
"Сергиевский (Московская обл, Коломенский",Московская область,Россия
"Сергино (Новосибирская, Куйбышевский р)",Новосибирская область,Россия
Сергокала,Республика Дагестан,Россия
Сердобск,Пензенская область,Россия
Серебряные Пруды,Московская область,Россия
Серебряный Бор (Якутия),Республика Саха,Россия
Сержень-Юрт (Чеченская Республика),Чеченская Республика,Россия
Серноводское (Чеченская республика),Чеченская Республика,Россия
Сернур,Республика Марий Эл,Россия
Серов,Свердловская область,Россия
Серпухов,Московская область,Россия
Сертолово,Ленинградская область,Россия
Серышево,Амурская область,Россия
Сестрорецк,Ленинградская область,Россия
"Сеченово (Нижегородская об, Сеченовский)",Нижегородская область,Россия
Сеща,Брянская область,Россия
Сибай,Республика Башкортостан,Россия
Сибирцево,Приморский край,Россия
Сиваки,Амурская область,Россия
Сиверский,Ленинградская область,Россия
Сигаево (Удмуртская Республика),Удмуртская Республика,Россия
Сиговка (Тверская область),Тверская область,Россия
Сизая (Красноярский край),Красноярский край,Россия
Сикияз (Республика Башкортостан),Республика Башкортостан,Россия
Сим,Челябинская область,Россия
Симферополь,Республика Крым,Россия
"Синево (Московская обл., Истринский р.)",Московская область,Россия
Синегорский (Ростовская область),Ростовская область,Россия
Синегорье,Магаданская область,Россия
"Синьково (Московская обл, Одинцовский р)",Московская область,Россия
Синявино,Ленинградская область,Россия
Синявское,Ростовская область,Россия
Сириус,Краснодарский край,Россия
"Сита (Хабаровский край, район им. Лазо)",Хабаровский край,Россия
Скадовск,Херсонская область,Россия
Скалистый (Челябинская область),Челябинская область,Россия
"Скобелевка (Пермский край, Пермский р.)",Пермский край,Россия
Сковородино,Амурская область,Россия
Скопин,Рязанская область,Россия
Скородное,Белгородская область,Россия
Скотное (Ленинградская область),Ленинградская область,Россия
"Скуратовский (Тульская об, Чернский р.)",Тульская область,Россия
Славгород,Алтайский край,Россия
Славгородское,Алтайский край,Россия
Славск,Калининградская область,Россия
Славянка,Приморский край,Россия
Славяносербск (Луганская область),Луганская Народная Республика,Россия
Славянск,Донецкая Народная Республика,Россия
Славянск-на-Кубани,Краснодарский край,Россия
Сладково,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Сланцы,Ленинградская область,Россия
"Слобода (Московская обл., Ленинский р-н)",Московская область,Россия
Слободской,Кировская область,Россия
Слюдянка,Иркутская область,Россия
Смидович (Еврейская автономная область),Еврейская автономная область,Россия
Смирных,Сахалинская область,Россия
Смоленка,Забайкальский край,Россия
Смоленская,Краснодарский край,Россия
Смоленское,Алтайский край,Россия
Смоляниново,Приморский край,Россия
Смолячково,Ленинградская область,Россия
Снегири,Московская область,Россия
Снежинск,Челябинская область,Россия
Снежинский (Кемеровская область),Кемеровская область,Россия
Снежногорск,Мурманская область,Россия
Снежное,Донецкая Народная Республика,Россия
"Снопово (Московская об, Солнечногорский)",Московская область,Россия
Собинка,Владимирская область,Россия
Соболево (Московская область),Московская область,Россия
Соболиха (Московская область),Московская область,Россия
Советск (Калининградская область),Калининградская область,Россия
Советск (Кировская область),Кировская область,Россия
Советск (Тульская область),Тульская область,Россия
Советская,Краснодарский край,Россия
Советская Гавань,Хабаровский край,Россия
Советский,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Советский (Большемурашкинский район),Нижегородская область,Россия
Советский (Марий Эл),Республика Марий Эл,Россия
Советское,Алтайский край,Россия
Советское (Республика Крым),Республика Крым,Россия
Совхоз им. Ленина,Московская область,Россия
Совхоз Победа (Калужская область),Калужская область,Россия
Совхозный,Свердловская область,Россия
Совхозный (Ленинградская область),Ленинградская область,Россия
"Согорное (Новосибирская, Доволенский р)",Новосибирская область,Россия
Сокол,Вологодская область,Россия
"Соколихин (Краснодарский к, Лабинский р)",Краснодарский край,Россия
Сокольское,Нижегородская область,Россия
"Сокрутовка (Астраханская, Ахтубинский)",Астраханская область,Россия
Сокур,Новосибирская область,Россия
Солдато-Александровское (Советсткий р.),Ставропольский край,Россия
Солигалич,Костромская область,Россия
Солидарность,Липецкая область,Россия
Соликамск,Пермский край,Россия
Солнечногорск,Московская область,Россия
Солнечнодольск (Ставропольский край),Ставропольский край,Россия
Солнечное (Ленинградская область),Ленинградская область,Россия
Солнечный (Воронежская область),Воронежская область,Россия
Солнечный (Кемеровский район),Кемеровская область,Россия
Солнечный (Хабаровский край),Хабаровский край,Россия
"Солнечный (ХМАО, Сургутский район)","Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Солнцево (Курская область),Курская область,Россия
"Солнцево (Щелково, Московская область)",Московская область,Россия
Солобоево (Тюменская область),"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Соловей-Ключ (Приморский край),Приморский край,Россия
Соловецкий (Архангельская область),Архангельская область,Россия
Соловьевск (Амурская область),Амурская область,Россия
Солонешное,Алтайский край,Россия
Солонцы (Красноярский край),Красноярский край,Россия
Соль-Илецк,Оренбургская область,Россия
Сольцы,Новгородская область,Россия
"Солянка (Астраханская, Наримановский р.)",Астраханская область,Россия
Сомово,Воронежская область,Россия
Сонково,Тверская область,Россия
"Сорговый (Ростовская, Зерноградский р.)",Ростовская область,Россия
Сорочинск,Оренбургская область,Россия
Сорск,Республика Хакасия,Россия
Сортавала,Республика Карелия,Россия
Сорум (Ханты-Мансийский АО),"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
"Сосенки (НАО, Москва)",Московская область,Россия
Сосенский,Калужская область,Россия
Сосновка (Тамбовская область),Тамбовская область,Россия
Сосновка (Хабаровский край),Хабаровский край,Россия
Сосново,Ленинградская область,Россия
Сосново-Озерское,Республика Бурятия,Россия
Сосновоборск,Красноярский край,Россия
Сосновское,Нижегородская область,Россия
Сосновый Бор (Ленинградская область),Ленинградская область,Россия
Сосновый Бор (Псковская область),Псковская область,Россия
Сосногорск,Республика Коми,Россия
"Сосны (Московская об, Одинцовский р.)",Московская область,Россия
Сотниково (Республика Бурятия),Республика Бурятия,Россия
Софрино,Московская область,Россия
Софьино,Московская область,Россия
Сочи,Краснодарский край,Россия
Союзное (Еврейская АО),Еврейская автономная область,Россия
Спас-Деменск,Калужская область,Россия
Спас-Клепики,Рязанская область,Россия
Спасск,Пензенская область,Россия
Спасск-Дальний,Приморский край,Россия
Спасск-Рязанский,Рязанская область,Россия
"Спасское (Нижегородская об, Ветлужский)",Нижегородская область,Россия
"Спасское (Нижегородская об, Спасский р)",Нижегородская область,Россия
Спирово,Тверская область,Россия
Спицевка (Ставропольский край),Ставропольский край,Россия
Спокойная,Краснодарский край,Россия
Среднеуральск,Свердловская область,Россия
Средний,Иркутская область,Россия
Средний Бугалыш (Свердловская область),Свердловская область,Россия
Средний Васюган,Томская область,Россия
Средняя Ахтуба,Волгоградская область,Россия
Средняя Елюзань,Пензенская область,Россия
Сретенск,Забайкальский край,Россия
"Ставрово (Владимирская, Собинский)",Владимирская область,Россия
Ставропольская,Краснодарский край,Россия
Стальское,Республика Дагестан,Россия
Станица Луганская (Луганская область),Луганская Народная Республика,Россия
Становое (Липецкая область),Липецкая область,Россия
Станционно-Ояшинский (Новосибирская обл),Новосибирская область,Россия
Старая (Ленинградская область),Ленинградская область,Россия
Старая Вичуга (Ивановская область),Ивановская область,Россия
Старая Кулатка,Ульяновская область,Россия
Старая Купавна,Московская область,Россия
Старая Ладога,Ленинградская область,Россия
Старая Майна,Ульяновская область,Россия
Старая Полтавка,Волгоградская область,Россия
Старая Руза,Московская область,Россия
Старая Русса,Новгородская область,Россия
Старая Слобода,Московская область,Россия
Старая Станица,Ростовская область,Россия
Старица,Тверская область,Россия
Староалейское,Алтайский край,Россия
Старобалтачево,Республика Башкортостан,Россия
Старобельск,Луганская Народная Республика,Россия
Старобешево,Донецкая Народная Республика,Россия
Старобжегокай (Республика Адыгея),Республика Адыгея,Россия
Старобурново (Республика Башкортостан),Республика Башкортостан,Россия
Старовеличковская,Краснодарский край,Россия
Стародеревянковская,Краснодарский край,Россия
Стародуб,Брянская область,Россия
Старое Михайловское (Удмуртия),Удмуртская Республика,Россия
Старое Сандово (Тверская область),Тверская область,Россия
Старое Шайгово,Республика Мордовия,Россия
Старожилово,Рязанская область,Россия
Старокорсунская,Краснодарский край,Россия
Старокульшарипово (Оренбургская область),Оренбургская область,Россия
Старокучербаево,Республика Башкортостан,Россия
Старокучергановка (Астраханская область),Астраханская область,Россия
Старолеушковская,Краснодарский край,Россия
Староминская,Краснодарский край,Россия
Старомышастовская,Краснодарский край,Россия
Старонижестеблиевская,Краснодарский край,Россия
Старосеменкино (Республика Башкортостан),Республика Башкортостан,Россия
Старосубхангулово,Республика Башкортостан,Россия
Старотитаровская,Краснодарский край,Россия
Старотумбагушево,Республика Башкортостан,Россия
Староуткинск,Свердловская область,Россия
Старощербиновская,Краснодарский край,Россия
Староюрьево,Тамбовская область,Россия
Староянбаево (Республика Башкортостан),Республика Башкортостан,Россия
Старые Багазы (Республика Башкортостан),Республика Башкортостан,Россия
Старые Бегуницы (Ленинградская область),Ленинградская область,Россия
Старые Богады (Республика Башкортостан),Республика Башкортостан,Россия
Старый Городок (Московская область),Московская область,Россия
Старый Крым,Республика Крым,Россия
Старый Мутабаш (Республика Башкортостан),Республика Башкортостан,Россия
Старый Оскол,Белгородская область,Россия
Старый Черек (КБР),Кабардино-Балкарская Республика,Россия
Старь,Брянская область,Россия
Стаханов,Луганская Народная Республика,Россия
"Стеклянный (Ленинградская, Всеволожский)",Ленинградская область,Россия
Степановский (Оренбургская область),Оренбургская область,Россия
Степановское (Красногорский район),Московская область,Россия
Степанщино,Московская область,Россия
"Степногутово (Новосибирская, Тогучинский",Новосибирская область,Россия
Степное,Саратовская область,Россия
"Степной (Новокузнецкий район, КО)",Кемеровская область,Россия
Стерлибашево,Республика Башкортостан,Россия
Стерлитамак,Республика Башкортостан,Россия
Стойба (Амурская область),Амурская область,Россия
Столбище (Республика Татарстан),Республика Татарстан,Россия
Столбова (Иркутская область),Иркутская область,Россия
Столбовая,Московская область,Россия
Столовое (Тамбовская область),Тамбовская область,Россия
Сторожевая,Карачаево-Черкесская Республика,Россия
Сторожевка (Саратовская обл Татищевский),Саратовская область,Россия
Стрежевой,Томская область,Россия
Стрелецкое,Белгородская область,Россия
Стрелица,Воронежская область,Россия
Стрелка,Краснодарский край,Россия
Стрелка (Краснодарский край),Краснодарский край,Россия
Стрельна,Ленинградская область,Россия
Стрельцы (Тамбовский район),Тамбовская область,Россия
Стрехнино,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Стрижи,Кировская область,Россия
Строевское (Архангельская область),Архангельская область,Россия
Строитель (Белгородская область),Белгородская область,Россия
Строитель (Тамбовская область),Тамбовская область,Россия
Стройкерамика,Самарская область,Россия
"Строчково (Нижегородская, Городецкий р)",Нижегородская область,Россия
Струги Красные,Псковская область,Россия
Струнино,Владимирская область,Россия
Стулово (Кировская область),Кировская область,Россия
Ступино,Московская область,Россия
Субханкулово (Республика Башкортостан),Республика Башкортостан,Россия
Суворов,Тульская область,Россия
Суворовская (Ставропольский край),Ставропольский край,Россия
Суг-Аксы,Республика Тыва,Россия
Суда,Вологодская область,Россия
Судак,Республика Крым,Россия
Суджа,Курская область,Россия
Судиславль,Костромская область,Россия
Судоверфь (Ярославская область),Ярославская область,Россия
Судогда,Владимирская область,Россия
Судьбодаровка (Оренбургская область),Оренбургская область,Россия
Суздаль,Владимирская область,Россия
Суземка,Брянская область,Россия
Сузун,Новосибирская область,Россия
Сукко (Краснодарский край),Краснодарский край,Россия
Сукпак,Республика Тыва,Россия
Суксун,Пермский край,Россия
Сулак,Республика Дагестан,Россия
Султан-Янги-Юрт,Республика Дагестан,Россия
Султанбеково (Аскинский район),Республика Башкортостан,Россия
Сулук (Хабаровский край),Хабаровский край,Россия
Сумино (Ленинградская область),Ленинградская область,Россия
Сумкино,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Сумский Посад,Республика Карелия,Россия
Сунжа,Республика Ингушетия,Россия
Сунжа (Северная Осетия),Республика Северная Осетия - Алания,Россия
Сунтар,Республика Саха,Россия
Суоранда (Ленинградская область),Ленинградская область,Россия
Суоярви,Республика Карелия,Россия
"Супонево (Брянская обл., Брянский район)",Брянская область,Россия
Сураж,Брянская область,Россия
Сургут,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Суриково (Красноярский край),Красноярский край,Россия
Сурково (Новосибирская область),Новосибирская область,Россия
Суровикино,Волгоградская область,Россия
Сурск,Пензенская область,Россия
Сурское,Ульяновская область,Россия
Сурхахи,Республика Ингушетия,Россия
Сусанино,Костромская область,Россия
Суслово (Республика Башкортостан),Республика Башкортостан,Россия
Сусуман,Магаданская область,Россия
Сухарево (Московская обл. Мытищинский р),Московская область,Россия
Сухиничи,Калужская область,Россия
Сухобузимское,Красноярский край,Россия
Суходол,Самарская область,Россия
Сухое (Омская обл.),Омская область,Россия
Сухой Лог,Свердловская область,Россия
Сухоречка (Бузулукский район),Оренбургская область,Россия
Счастье (Луганская область),Луганская Народная Республика,Россия
Сызрань,Самарская область,Россия
Сылва (Пермский край),Пермский край,Россия
Сылога (Архангельская область),Архангельская область,Россия
Сырково,Новгородская область,Россия
Сысерть,Свердловская область,Россия
Сычевка,Смоленская область,Россия
Сюмси,Удмуртская Республика,Россия
Сямжа,Вологодская область,Россия
Сясьстрой,Ленинградская область,Россия
"Таболово (Московская обл., Ленинский рн)",Московская область,Россия
Табулга (Новосибирская область),Новосибирская область,Россия
Табуны,Алтайский край,Россия
Тавда,Свердловская область,Россия
Тавн Гашун (Республика Калмыкия),Республика Калмыкия,Россия
Тавричанка,Приморский край,Россия
Тавричанка (Республика Башкортостан),Республика Башкортостан,Россия
Таврическое,Омская область,Россия
Таврово (Белгородская область),Белгородская область,Россия
Таганрог,Ростовская область,Россия
"Тагильское (Курганская,Каргапольский р.)",Курганская область,Россия
Таежное (Хабаровский край),Хабаровский край,Россия
Тазовский,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Тайга,Кемеровская область,Россия
Тайцы (Ленинградская область),Ленинградская область,Россия
Тайшет,Иркутская область,Россия
Таксимо,Республика Бурятия,Россия
Талаги (Архангельская область),Архангельская область,Россия
Талакан,Амурская область,Россия
Талали (Амурская область),Амурская область,Россия
Талалихино (Московская область),Московская область,Россия
Талая (Магаданская область),Магаданская область,Россия
Талдан (Амурская область),Амурская область,Россия
Талдом,Московская область,Россия
Талинка,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Талица,Свердловская область,Россия
Талицкий Чамлык,Липецкая область,Россия
Талнах,Красноярский край,Россия
Таловая,Воронежская область,Россия
Талон (Магаданская область),Магаданская область,Россия
Талпаки (Калининградская область),Калининградская область,Россия
Талы (Воронежская область),Воронежская область,Россия
Тальменка,Алтайский край,Россия
Тамазатюбе (Чеченская Республика),Чеченская Республика,Россия
Тамала,Пензенская область,Россия
Таманский (Краснодарский край),Краснодарский край,Россия
Тамань,Краснодарский край,Россия
Тамбей (Ямальский район),"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Тамбовка (Амурская область),Амурская область,Россия
Тамбовка (Астраханская область),Астраханская область,Россия
Тамбовка (Воронежская область),Воронежская область,Россия
Тамбовский (Республика Адыгея),Республика Адыгея,Россия
Тангатарово (Республика Башкортостан),Республика Башкортостан,Россия
Тара,Омская область,Россия
Тарайка (Ленинградская область),Ленинградская область,Россия
Тарасовка,Московская область,Россия
Тарасово (Республика Мордовия),Республика Мордовия,Россия
Тарасовский,Ростовская область,Россия
Тарказы (Республика Башкортостан),Республика Башкортостан,Россия
Тарки,Республика Дагестан,Россия
Тарко-Сале,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия
Тарногский Городок,Вологодская область,Россия
Тарумовка,Республика Дагестан,Россия
Таруса,Калужская область,Россия
Тас-Юрях (Республика Саха (Якутия),Республика Саха,Россия
"Тас-Юрях (Саха, Мирнинский район)",Республика Саха,Россия
Тасеево,Красноярский край,Россия
Татаново (Тамбовская область),Тамбовская область,Россия
Татар-Улканово (Республика Башкортостан),Республика Башкортостан,Россия
Татарбаево (Республика Башкортостан),Республика Башкортостан,Россия
Татарка,Ставропольский край,Россия
Татарск,Новосибирская область,Россия
Татинец (Нижегородская область),Нижегородская область,Россия
Татищево,Саратовская область,Россия
Тахтамукай,Республика Адыгея,Россия
