profession,company,vac_description,experience,region,country,company_staff_count,salary,education
Инженер КИПиА,СК РЫБА,"['ДО', 'Программирование', 'документации']",1,Московская область,Россия,100 — 500,70000.0,Высшее
"Инженер ИТ, инспектор информационных технологий связи",УМВД России по Калининскому району,"['Поддержка', 'знание', 'Страхование', 'настройка', 'Поддержка пользователей']",0,Ленинградская область,Россия,500 — 1000,82500.0,Высшее
Администратор сети отдела коммуникаций (IT-специалист),Хабаровский аэропорт,"['внедрение', 'рекомендации', 'Windows Server', 'Cisco', 'Мониторинг', 'знание', 'Microsoft', 'Active Directory', 'DHCP', 'DNS', 'Программное обеспечение', 'windows server 2012', 'сбор', 'системного', 'IOS']",1,Хабаровский край,Россия,1000 — 5000,102000.0,Высшее
Программист,"ГКУ ЯНАО ""ИАЦ""",['сопровождение'],1,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия,менее 50,80000.0,Не имеет значения
Программист,НИИП имени В. В. Тихомирова.,"['сопровождение', 'C', 'Linux', 'знание', 'Разработка', 'ГОСТ', 'ДО', 'QT', 'документации', 'C++', 'Отладка', 'среды']",1,Московская область,Россия,1000 — 5000,125000.0,Не имеет значения
Главный специалист отдела автоматизации,Социальный фонд России,"['Поддержка', 'Консультирование', 'сопровождение', 'Linux', 'ДО', 'TCP/IP', 'Ethernet', 'настройка', 'Техническая поддержка', 'Поддержка пользователей', 'Техническое сопровождение', 'OSI', 'TCP', 'ip']",1,Московская область,Россия,более 5000,52500.0,Среднее специальное
Ведущий специалист 1С,Акционерное общество «Государственное машиностроительное конструкторское бюро «Вымпел» им. И. И. Торопова»,"['знание', 'Разработка', 'Документооборот', 'ERP', 'предприятие', 'бухгалтерия', 'корп', 'данных']",3,Московская область,Россия,500 — 1000,180000.0,Высшее
Специалист информационной поддержки / Оператор контакт-центра / Оператор call-центра,ТЕЛЕКАРТА,"['Консультирование клиентов', 'Консультирование', 'Обучение', 'другие']",0,Пензенская область,Россия,100 — 500,52500.0,Не имеет значения
Техник службы технической поддержки,ФГБОУ ВО Санкт-Петербургский государственный университет,"['it', 'Консультирование', 'сопровождение', 'Коммуникабельность', 'знание', 'атс', 'ДО', 'Исполнительность', 'настройка', 'MS Office', 'Техническое сопровождение', 'outlook', 'сканер', 'point', 'internet', 'office']",0,Ленинградская область,Россия,более 5000,75000.0,Не имеет значения
Инженер по наладке и испытаниям ЭТЛ,Черногорская ГРК,"['производство', 'ДО', 'Обучение', 'Страхование', 'Наставничество', 'Аттестация']",3,Чувашская Республика,Россия,500 — 1000,0.0,Не имеет значения
"Водитель автомобиля (кран-манипуляторная установка (КМУ), самосвал, в ТиНАО)",МОСГАЗ,"['управление', 'ДО', 'другие', 'знание']",1,Московская область,Россия,1000 — 5000,100000.0,Не имеет значения
"Системный администратор, IT-специалист",Российский государственный художественно-промышленный университет им. С. Г. Строганова,"['данных', 'Windows Server', 'Linux', 'Мониторинг', 'знание', 'ДО', 'Исполнительность', 'Windows 7', 'Аналитическое мышление', 'права доступа', 'Ответственность', 'Администрирование', 'безопасность']",3,Московская область,Россия,500 — 1000,90000.0,Не имеет значения
Программист автоматизированных систем управления технологическими процессами,ГК Русагро,"['studio', 'C#', 'C++', 'Проектирование', 'внедрение', 'NetBeans', 'C', 'знание', 'SCADA', 'Наставничество', 'данных', 'Visual Studio', 'Visual', 'Python', 'Java', 'поиск', 'CoDeSys', 'ДО', 'MS Visual Studio', 'MES']",1,Приморский край,Россия,1000 — 5000,150000.0,Не имеет значения
Начинающий продавец домашнего интернета (подработка),билайн,"['ДО', 'Обучение', 'без опыта', 'ozon', 'DNS', 'IOS', 'консультант', 'Android', 'wildberries']",0,Московская область,Россия,более 5000,72500.0,Не имеет значения
Аудитор качества сервисов (удаленно),JobWalker,"['Поддержка', 'ДО', 'Обучение', 'внимательность', 'Ответственность', 'Внимательность к деталям', 'бизнес']",0,Самарская область,Россия,менее 50,55000.0,Не имеет значения
Инженер технического надзора,ТАТТЕЛЕКОМ,"['ДО', 'инструменты', 'C']",0,Республика Татарстан,Россия,более 5000,54000.0,Не имеет значения
Выездной инженер техподдержки,Т1,"['Linux', 'Microsoft', 'арм', 'бизнес', 'project', 'знание', 'C', 'Обучение', 'Техническая поддержка', 'outlook', 'Visio', 'понимание', 'данных', 'it', 'point', 'Поддержка', 'ДО', 'ОС Windows', 'POS']",3,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия,более 5000,100000.0,Не имеет значения
Аналитик баз данных,Шалин Оскар Андреевич,"['Мониторинг', 'Разработка', 'ДО', 'внимательность', 'Коммуникативные навыки', 'взаимодействие', 'Внимательность к деталям', 'SQL', 'Анализ', 'Прогнозирование', 'данных']",1,Московская область,Россия,менее 50,80000.0,Не имеет значения
Технический писатель (ЕСКД),Центр Новых Технологий,"['сопровождение', 'ЕСПД', 'знание', 'ЕСКД', 'Разработка', 'ГОСТ', 'ДО', 'внимательность', 'Высокий уровень грамотности', 'сверка', 'документации', 'уверенное владение', 'сбор', 'MS Word', 'Ответственность', 'Разработка технической документации', 'Внимательность к деталям']",3,Московская область,Россия,менее 50,230000.0,Высшее
Продавец в зону готовой еды,"Магнит, Розничная сеть","['продажи', 'ДО', 'акции']",0,Воронежская область,Россия,более 5000,40050.0,Не имеет значения
Ведущий инженер КИПиА,ПСМ,"['знание', 'AutoCAD', 'внимательность', 'MS Office', 'уверенное владение', 'документации', 'Ответственность', 'подготовка предложений', 'office']",3,Приморский край,Россия,менее 50,200000.0,Не имеет значения
Специалист отдела информационной безопасности,"""ЦЗИ ""Флагман""","['опыт внедрения', 'Linux', 'ГОСТ', 'ИСПДн', 'внедрение', 'Аудит', 'знание', 'ГОСТ 34', 'Анализ', 'понимание', 'архитектуры', 'АСУ ТП', 'ips', 'VPN', 'Разработка', 'ГИС', 'документации', 'IDS']",1,Ленинградская область,Россия,100 — 500,0.0,Не имеет значения
Работник торгового зала,Пятёрочка,"['акции', 'без опыта']",0,Московская область,Россия,более 5000,45000.0,Неполное высшее
Инженер-программист станков ЧПУ,Дальэнергомаш,"['подбор', 'написание', 'сопровождение', 'Разработка', 'ДО', '3d', 'CAD', 'Страхование', 'автоматизация', 'Проектирование']",1,Хабаровский край,Россия,100 — 500,80000.0,Не имеет значения
Специалист по информационной безопасности,Иркутская районная больница,"['ФСБ', 'ФСТЭК', 'TCP/IP', 'MS Windows', 'TCP', 'СКЗИ', 'безопасность', 'Консультирование', 'знание', 'Информационная безопасность', 'Инвентаризация', 'Анализ', 'системного', 'СЗИ', 'Мониторинг', '*nix', 'взаимодействие', 'nix', 'Анализ рисков', 'технологии', 'Информационные технологии', 'Разработка', 'ip']",3,Иркутская область,Россия,менее 50,60000.0,Высшее
Стажер инженер ИБ,КРОК,"['Linux', 'DHCP', 'Business Development', 'TCP/IP', 'телемедицина', 'модель', 'firewall', 'TCP', 'бизнес', 'vlan', 'сопровождение', 'знание', 'Обучение', 'teamlead', 'DNS', 'СЗИ', 'понимание', 'it', 'экосистема', 'взаимодействие', 'OSI', 'Администрирование', 'NAT', 'siem', 'VPN', 'ДО', 'edr', 'другие', 'business', 'ip']",0,Московская область,Россия,менее 50,0.0,Не имеет значения
Электромеханик / электронщик,"ООО ""СТАНКОС РУ""","['предприятие', 'знание', 'ДО']",1,Ленинградская область,Россия,менее 50,85000.0,Не имеет значения
Ведущий специалист по защите информации,МФЦ,"['Информационные системы', 'Коммуникабельность', 'знание', 'Microsoft', 'взаимодействие', 'управление', 'office', 'консультация сотрудников', 'данных']",1,Удмуртская Республика,Россия,100 — 500,40000.0,Не имеет значения
Эксперт по актуарным расчетам для бухгалтерской и МСФО отчетности,НПФ Благосостояние,"['знание', 'МСФО', 'ДО', 'взаимодействие']",3,Московская область,Россия,500 — 1000,0.0,Не имеет значения
Электроник,"ОАО ""РЖД""","['ДО', 'функциональные', 'техническое обслуживание', 'данных']",1,Самарская область,Россия,более 5000,65000.0,Среднее специальное
Senior Kotlin разработчик,Антара,"['архитектура', 'паттерны', 'Coroutines', 'архитектурные подходы', 'уверенное владение', 'BCC', 'знание', 'UI', 'жизненный цикл', 'код', 'MVI', 'понимание', 'Мобильное приложение', 'it', 'Kotlin', 'MVVM', 'Jetpack', 'Программирование', 'Compose', 'Jetpack Compose', 'ДО', 'business', 'Android', 'компоненты']",3,,Казахстан,100 — 500,256640.0,Не имеет значения
Инженер по обслуживанию медицинского оборудования (Инженер МРТ),Таора Медикал,"['Администрирование', 'знание']",1,Московская область,Россия,менее 50,140000.0,Высшее
"Инженер-электроник, инженер-радиотехник, инженер-регулировщик РЭА, инженер-испытатель","АО ""ИнСис""","['поиск', 'designer', 'знание', 'кд', 'САПР', 'настройка', 'altium designer', 'altium', 'данных']",3,Московская область,Россия,50 — 100,147500.0,Высшее
Преподаватель Технической эксплуатации телекоммуникационного оборудования узлов диспетчерского управ,СПБ ГБПОУ КОЛЛЕДЖ АВТОМАТИЗАЦИИ ПРОИЗВОДСТВА,"['Стрессоустойчивость', 'документации']",1,Ленинградская область,Россия,100 — 500,70000.0,Высшее
Инженер / Техник / Специалист сервисной службы,Сервис Про Бизнес,"['Обучение', 'Исполнительность', 'Ответственность', 'бизнес', 'Грамотность']",1,Московская область,Россия,50 — 100,90000.0,Среднее специальное
Инженер-электроник,АРЬЯ СУПЕР ФОРДЖ,"['Ответственность', 'настройка']",1,Орловская область,Россия,менее 50,65000.0,Не имеет значения
Аналитик,"ГКУ ЯНАО ""ИАЦ""","['рекомендации', 'сбор']",0,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия,менее 50,62000.0,Среднее специальное
Технический писатель,Московский завод ФИЗПРИБОР,"['ЕСПД', 'знание', 'ЕСКД', 'Разработка', 'AutoCAD', 'office', 'Стрессоустойчивость', 'MS Office', 'Ответственность', 'Документация']",1,Московская область,Россия,100 — 500,0.0,Неполное высшее
Главный специалист по направлению развития сети,Почта России,"['проведение аудита', 'управление', 'Коммуникабельность', 'Пользователь ПК', 'ДО', 'без опыта', 'Страхование', 'документации', 'Ответственность', 'Администрирование', 'Переговоры', 'данных']",3,Рязанская область,Россия,более 5000,32100.0,Высшее
Главный специалист отдела автоматизации,Социальный фонд России,"['Поддержка', 'Консультирование', 'сопровождение', 'Linux', 'ДО', 'TCP/IP', 'Ethernet', 'настройка', 'Техническая поддержка', 'Поддержка пользователей', 'Техническое сопровождение', 'OSI', 'TCP', 'ip']",1,Московская область,Россия,более 5000,52500.0,Среднее специальное
Системный администратор,Crocus Group,"['Поддержка', 'it', 'Linux', 'знание', 'ДО', 'Active Directory', 'ЛВС', 'Техническая поддержка', 'Поддержка пользователей', 'Маршрутизация', 'модель', 'OSI', 'group', 'vlan']",3,Воронежская область,Россия,более 5000,87126.0,Не имеет значения
"Системный администратор, IT-специалист (госслужба)",ФТС,"['Cisco', 'Linux', 'DHCP', 'SQL', 'управление', 'знание', 'GPO', 'DNS', 'понимание', 'AD', 'MS SQL Server', 'Страхование', 'технологии', 'Администрирование', 'SQL Server', 'Eltex', 'MS SQL', 'ДО', 'ОС Windows']",0,Московская область,Россия,100 — 500,75000.0,Высшее
Сервисный инженер,Золото Плюс,,3,Хабаровский край,Россия,менее 50,0.0,Не имеет значения
Инженер по наладке и испытаниям ЭТЛ,Черногорская ГРК,"['производство', 'ДО', 'Обучение', 'Страхование', 'Наставничество', 'Аттестация']",3,Красноярский край,Россия,500 — 1000,0.0,Не имеет значения
Уборщик производственных и служебных помещений,"""НТЦ ""Атлас""",['Ответственность'],0,Московская область,Россия,500 — 1000,55125.0,Не имеет значения
Технический специалист (микробиологическое производство),БИФИЛАЙФ,"['подбор', 'поиск', 'производство', 'сопровождение', 'Коммуникабельность', 'ДО', 'Стрессоустойчивость', 'внимательность', 'взаимодействие', 'Взаимодействие с контролирующими органами', 'документации', 'Внимательность к деталям']",3,Московская область,Россия,менее 50,55000.0,Не имеет значения
Ведущий программист автоматизированных систем управления технологическими процессами,ГК Русагро,"['Работоспособность', 'поиск', 'Коммуникабельность', 'ДО', 'Наставничество', 'документации', 'АСУ ТП']",1,Приморский край,Россия,1000 — 5000,200000.0,Высшее
Сотрудник технической поддержки,Lasertech,"['ДО', '1С', 'склад', '1С:Склад', 'инженер']",0,Московская область,Россия,менее 50,80000.0,Не имеет значения
Консультант по услугам связи на входящую линию,Билайн,"['HR', 'ДО', 'ozon', 'банк', 'call']",0,Саратовская область,Россия,более 5000,54400.0,Не имеет значения
Ведущий инженер связи,Таттелеком,"['Монтаж оборудования', 'ДО', 'инструменты', 'документации']",1,Республика Татарстан,Россия,более 5000,62000.0,Не имеет значения
Ведущий инженер отдела эксплуатации энергетических систем,УЭЗ ФС РФ,"['внедрение', 'знание', 'Разработка', 'ДО', 'методики испытаний', 'документации', 'Ответственность', 'Анализ', 'Проектирование', 'Авторский надзор']",3,Московская область,Россия,менее 50,140000.0,Не имеет значения
Выездной инженер техподдержки,Т1,"['Linux', 'Microsoft', 'арм', 'бизнес', 'project', 'знание', 'C', 'Обучение', 'Техническая поддержка', 'outlook', 'Visio', 'понимание', 'данных', 'it', 'point', 'Поддержка', 'ДО', 'ОС Windows', 'POS']",3,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия,более 5000,100000.0,Не имеет значения
Ведущий инженер АСУТП,«Группа ГУТА»,"['Работоспособность', 'Ответственность', 'внимательность']",1,Московская область,Россия,1000 — 5000,114750.0,Не имеет значения
Ведущий менеджер технической поддержки,ЛИВЭН МОТОРС РУС,"['Поддержка', 'производство', 'Консультирование', 'Директивы', 'Аудит', 'знание', 'ecm', 'управление торговлей', 'Техническая поддержка', 'MS Office', '1С', 'документации', 'рекламации', 'Анализ', 'управление', 'office']",3,Московская область,Россия,менее 50,115000.0,Высшее
Продавец в зону готовой еды,"Магнит, Розничная сеть","['продажи', 'ДО', 'акции']",0,Ленинградская область,Россия,более 5000,76000.0,Не имеет значения
Специалист по информационной безопасности,ГАУ МО НИиПИ градостроительства,"['Linux', 'ФСТЭК', 'ГОСТ', 'Стрессоустойчивость', 'Debian', 'бизнес', 'СКЗИ', 'Системное мышление', 'внедрение', 'Консультирование', 'Windows Server', 'Аудит', 'знание', 'Обучение', 'capture', 'Анализ', 'СЗИ', 'данных', 'WAF', 'Мониторинг', 'регламенты', 'обеспечение безопасности', 'PowerShell', 'Python', 'архитектуры', 'Администрирование', 'Поддержка', 'siem', 'ips', 'VPN', 'Разработка', 'ДО', 'Классификация', 'другие', 'документации', 'IDS', 'Bash']",1,Московская область,Россия,100 — 500,105000.0,Не имеет значения
Начинающий специалист IT-отдела/Системный администратор,ТЕЛЛУР-ИНТЕХ,"['внедрение', 'базис', 'Разработка', 'Обучение', 'настройка', 'техническое обслуживание', 'ЕГАИС', '1С', 'технологии', 'данных']",0,Ленинградская область,Россия,менее 50,80000.0,Не имеет значения
Ведущий инженер КИПиА,ПСМ,"['знание', 'AutoCAD', 'внимательность', 'MS Office', 'уверенное владение', 'документации', 'Ответственность', 'подготовка предложений', 'office']",3,Приморский край,Россия,менее 50,200000.0,Не имеет значения
Специалист технической поддержки,"ООО АТК ""Реал""","['it', 'DHCP', 'ДО', 'fi', 'Ethernet', 'DNS', 'Эмпатия', 'mac', 'ip']",0,Астраханская область,Россия,менее 50,55000.0,Не имеет значения
"Директор магазина-партнер (Таштагол, 8 Марта, 56)",Пятёрочка,"['Поддержка', 'Корпоративная культура', 'Грамотность', 'Планирование запасов', 'ДО', 'Обучение', 'взаимодействие', 'Страхование', 'понимание', 'Ответственность', 'Анализ', 'управление', 'Выполнение плана продаж', 'Планирование', 'адаптация']",1,Кемеровская область,Россия,более 5000,68900.0,Неполное высшее
Ведущий электроник,"ОАО ""РЖД""","['знание', 'Анализ', 'ДО']",3,Новосибирская область,Россия,более 5000,73000.0,Высшее
Видеоинженер,RT,"['Телекоммуникации', 'Обучение', 'техническое обслуживание', 'Программное обеспечение']",0,Московская область,Россия,1000 — 5000,140000.0,Не имеет значения
Программист Bitrix24 (Интеграция с ERP),Урюпинский крановый завод,"['Интеграция', 'функциональные', 'REST API', 'КА', 'Git', '1С', 'бизнес', 'MySQL', 'внедрение', 'Консультирование', 'API', 'знание', 'Обучение', '1С:ERP', 'понимание', 'JavaScript', 'KPI', 'синхронизации', 'CRM', 'REST', 'SLA', 'ЭДО', 'автоматизация', 'архитектуры', 'Битрикс', 'Внедрение SLA', 'Поддержка', 'производство', 'PHP', 'ДО', 'Бюджетирование', 'Разработка', 'ERP', 'настройка', 'планы обмена', 'Битрикс24', 'Планирование']",3,Волгоградская область,Россия,100 — 500,0.0,Не имеет значения
Главный разработчик,НПФ Благосостояние,"['pl', 'Распределение задач', 'Прототипирование', 'SQL', 'browser', 'управление', 'бизнес', 'Web', 'Управление качеством', 'Консультирование', 'API', 'Обучение', 'Контроль качества', 'понимание', 'опыт проектирования', 'ЕСИА', 'архитектуры', 'интеграционных решений', 'Интеграции с внешними системами', 'PL/pgSQL', 'СМЭВ', 'Разработка', 'MS SQL', 'ДО', 'PostgreSQL', 'Планирование']",3,Московская область,Россия,500 — 1000,0.0,Не имеет значения
Инженер по тестированию встроенных систем (Embedded QA) с AUTOSAR,"ООО ""ИСИНТЕЛ ТЕХНОЛОГИИ""","['Network', 'TCP/IP', 'Test Reports', 'can', 'TCP', 'Арбитраж', 'Wireshark', 'знание', 'Ethernet', 'Анализ', 'понимание', 'reports', 'данных', 'some', 'скрипты', 'Программирование', 'Testing', 'RTE', 'iso', 'embedded', 'Management', 'Python', 'автоматизация', 'id', 'vector', 'ДО', 'Разработка', 'софта', 'ip', 'QA']",3,Московская область,Россия,менее 50,140000.0,Не имеет значения
Инженер-технолог,ДИБОРЭКСПОРТ,"['сфера', 'производство', 'MS Excel', 'знание', 'составление технических заданий', 'Разработка', 'ДО', '3d', 'Обучение', 'MS Word', 'документации', 'Проектирование']",1,Омская область,Россия,100 — 500,50000.0,Среднее специальное
Монтажник слаботочных систем,НЕТКОМ,,1,Рязанская область,Россия,менее 50,50000.0,Не имеет значения
Ведущий инженер АСУТП,"Шахтоуправление ""Майское""","['знание', 'Microsoft', 'ДО', 'Разработка', 'AutoCAD', 'Автоматизированные системы управления', 'SCADA', 'modbus', 'документации', 'ip', 'АСУ ТП', 'данных']",1,Кемеровская область,Россия,менее 50,105000.0,Среднее специальное
Монтажник оборудования связи,Ростелеком,"['Консультирование клиентов', 'Консультирование', 'Грамотная речь', 'настройка', 'Проактивность', 'видеонаблюдение', 'настройка оборудования', 'бизнес', 'инженер']",0,Ульяновская область,Россия,более 5000,65000.0,Не имеет значения
Главный специалист отдела автоматизации,Социальный фонд России,"['Поддержка', 'Консультирование', 'сопровождение', 'Linux', 'ДО', 'TCP/IP', 'Ethernet', 'настройка', 'Техническая поддержка', 'Поддержка пользователей', 'Техническое сопровождение', 'OSI', 'TCP', 'ip']",1,Московская область,Россия,более 5000,52500.0,Среднее специальное
Инженер-программист 2 категории (управления 453),РЕШЕТНЁВ,"['VHDL', 'ЕСПД', 'знание', 'ЕСКД', 'Разработка', 'Английский язык', 'Стрессоустойчивость', 'внимательность', 'ДО', 'Verilog', 'RTL', 'Конфигурации', 'документации', 'Ответственность', 'Разработка технической документации', 'инженер']",3,Московская область,Россия,более 5000,200000.0,Не имеет значения
Системный администратор,«Оборонэнерго»,"['Поддержка', 'Консультирование', 'Linux', 'ДО', 'решение проблем', 'настройка', 'арм', 'документации', 'Ответственность', 'ОС Windows', 'Администрирование', 'бизнес', 'Планирование']",3,Московская область,Россия,более 5000,155000.0,Не имеет значения
Ведущий программист 1C (г. Октябрьский),НПФ Пакер,"['Поддержка', 'самостоятельность', 'Wordpress', 'написание', 'PHP', 'Разработка', 'без опыта', 'Администрирование']",0,Республика Башкортостан,Россия,500 — 1000,0.0,Высшее
Системный инженер,АРМК,"['Hiwatch', 'Zabbix', 'СХД', 'инфраструктура', 'Linux', 'Клиентоориентированность', '1С', 'SQL', 'семейство', 'знание', 'Supermicro', 'YADRO', 'Анализ', 'понимание', 'данных', 'HP', 'Настройка ПК', 'VipNET', 'Dell', 'AIDA', 'конфигурирование', 'MS SQL', 'СКУД', 'настройка', 'документации', 'PostgreSQL', 'ЦОД']",1,Ленинградская область,Россия,менее 50,90000.0,Не имеет значения
Инженер по наладке и испытаниям ЭТЛ,Черногорская ГРК,"['производство', 'ДО', 'Обучение', 'Страхование', 'Наставничество', 'Аттестация']",3,Республика Хакасия,Россия,500 — 1000,0.0,Не имеет значения
Системный администратор,Мега-Рост,"['Поддержка', 'знание', 'AD', 'настройка', 'Поддержка пользователей', '1С', 'архитектуры', 'Настройка сетевого оборудования', 'системного', 'понимание']",1,Донецкая Народная Республика,Россия,менее 50,0.0,Не имеет значения
Инженер-электроник,"ФБГУ ""29 КТЦ"" Минобороны России","['ДО', 'настройка', 'Сборка ПК', 'документации', 'Настройка сетевого оборудования']",3,Ленинградская область,Россия,менее 50,60000.0,Не имеет значения
Ведущий программист автоматизированных систем управления технологическими процессами,ГК Русагро,"['Работоспособность', 'поиск', 'Коммуникабельность', 'ДО', 'Наставничество', 'документации', 'АСУ ТП']",1,Белгородская область,Россия,1000 — 5000,200000.0,Высшее
Продавец в зону готовой еды,"Магнит, Розничная сеть","['продажи', 'ДО', 'акции']",0,Республика Мордовия,Россия,более 5000,0.0,Не имеет значения
Сервисный инженер по мультимедийным системам,КРОК,"['TCP/IP', 'телемедицина', 'уверенное владение', 'by', 'TCP', 'сопровождение', 'знание', 'AutoCAD', 'Обучение', 'Ethernet', 'MS Office', 'outlook', 'опыт программирования', 'Анализ', 'RMS', 'оптимизация', 'понимание', 'данных', 'Мониторинг', 'Crestron', 'взаимодействие', 'стек технологий', 'настройка оборудования', 'оценка трудозатрат', 'Классификация', 'настройка', 'Техническое сопровождение', 'документации', 'Взаимодействие с заказчиками', 'Видео', 'office', 'ip']",3,Московская область,Россия,1000 — 5000,0.0,Высшее
IT-специалист в гостиницу,Отель Югра,"['коммутаторы', 'DHCP', 'File', 'Стрессоустойчивость', 'Клиентоориентированность', 'бизнес', 'Консультирование', 'Windows Server', 'ридеры', 'знание', 'маршрутизаторы', 'Active Directory', 'без опыта', 'Техническая поддержка', 'Резервное копирование', 'понимание', 'данных', 'it', 'HP', 'Взаимодействие с подрядчиками', 'fi', 'решение проблем', 'взаимодействие', 'Ответственность', 'Администрирование', 'Поддержка', 'ДО', 'СКУД', 'настройка', 'Поддержка пользователей', 'ОС Windows', 'ip']",1,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия,менее 50,125000.0,Среднее специальное
Выездной инженер техподдержки,Т1,"['Linux', 'Microsoft', 'арм', 'бизнес', 'project', 'знание', 'C', 'Обучение', 'Техническая поддержка', 'outlook', 'Visio', 'понимание', 'данных', 'it', 'point', 'Поддержка', 'ДО', 'ОС Windows', 'POS']",3,"Тюменская область, включая Ханты-Мансийский АО и Ямало-Ненецкий АО",Россия,более 5000,100000.0,Не имеет значения
"Специалист поддержки, игры (Москва, в офисе)",LiveGames,"['Поддержка', 'знание', 'Мониторинг', 'ДО', 'разработчик', 'взаимодействие с командой', 'взаимодействие', 'Работа с большим объемом информации', 'Ответственность', 'Обучаемость']",0,Московская область,Россия,менее 50,77500.0,Не имеет значения
Продавец – консультант галереи вин Отдохни (м. Яхромская),"КуулКлевер (МясновЪ, Отдохни)","['подбор', 'сопровождение', 'ДО', 'Обучение', 'витрины']",0,Московская область,Россия,более 5000,182500.0,Не имеет значения
Продавец-кассир,Билайн,"['ozon', 'DNS', 'сервисы', 'консультант', 'wildberries', 'Мобильное приложение']",0,Ленинградская область,Россия,более 5000,105000.0,Среднее специальное
Ведущий программист,МФК Минфина России,"['Поддержка', 'подбор', 'it', 'Консультирование', 'внедрение', 'сопровождение', 'Обучение', 'взаимодействие', 'настройка', 'Техническая поддержка', 'Обучение пользователей', 'автоматизация', 'Администрирование']",1,Республика Крым,Россия,100 — 500,70000.0,Не имеет значения
Контент-креатор для закрытых партнёрских офферов,Чалый Роман Юрьевич,"['Контент', 'form', 'lifestyle', 'коммуникация', 'графика', 'другие', 'Соблюдение сроков', 'events']",1,Московская область,Россия,менее 50,30000.0,Не имеет значения
Ведущий системный администратор,"Санаторий ""Лесное""","['Zabbix', 'Linux', 'DHCP', 'мис', 'ЭЦП', 'puppet', 'Asterisk', 'Security', 'DNS', 'системного', 'понимание', 'данных', 'администрирование серверов', 'Kaspersky', 'freeipa', 'Proxmox', 'Системы мониторинга', 'решение проблем', 'Python', 'Администрирование', 'Kaspersky Security Center', 'ДО', 'Grafana', 'настройка', 'Bash', 'ip']",1,Самарская область,Россия,менее 50,82500.0,Не имеет значения
Ведущий инженер КИПиА,ПСМ,"['знание', 'AutoCAD', 'внимательность', 'MS Office', 'уверенное владение', 'документации', 'Ответственность', 'подготовка предложений', 'office']",3,Приморский край,Россия,менее 50,200000.0,Не имеет значения
Инженер-оператор КИМ и ВИМ,"ООО ""ПРОФ-НН""","['внимательность', 'другие', 'Ответственность', 'документации', 'Анализ', 'Видео']",1,Нижегородская область,Россия,менее 50,90000.0,Высшее
Системный администратор,Санкт-Петербургский морской рыбопромышленный колледж,"['Техническое сопровождение', 'сопровождение']",1,Ленинградская область,Россия,50 — 100,65000.0,Не имеет значения
Инженер по АСУ ТП (ТЭЦ-21),Территориальная генерирующая компания №1,"['CoDeSys', 'знание', 'ЛВС', 'SCADA', 'Ведение документации', 'документации', 'понимание', 'АСУ ТП']",1,Ленинградская область,Россия,более 5000,95526.0,Не имеет значения
"Директор магазина-партнер (Сукко, Сукко, Советская, 264)",Пятёрочка,"['Поддержка', 'Корпоративная культура', 'Грамотность', 'Планирование запасов', 'ДО', 'Обучение', 'взаимодействие', 'Страхование', 'понимание', 'Ответственность', 'Анализ', 'управление', 'Выполнение плана продаж', 'Планирование', 'адаптация']",1,Краснодарский край,Россия,более 5000,98900.0,Неполное высшее
Инженер-электроник 3 категории,"АО ""ПКБ ""РИО""","['обслуживание техники', 'ДО', 'техническое обслуживание', 'Программное обеспечение', 'ПКБ', 'настройка', 'Проектирование']",1,Ленинградская область,Россия,менее 50,65170.0,Не имеет значения
Специалист технической поддержки клиентов 1С,Торг Сервис Плюс,"['1С', '1С:Управление торговлей', 'Честный знак', 'управление', 'Консультирование', 'знание', 'Техническая поддержка', '1С:Комплексная автоматизация', 'понимание', 'данных', 'взаимодействие', 'Альфа авто', 'ЕГАИС', 'автоматизация', 'бухгалтерия', 'Поддержка', 'настройка', 'Поддержка пользователей', 'другие', '1С: Альфа', '1С:Бухгалтерия', 'управление торговлей']",1,Оренбургская область,Россия,менее 50,95000.0,Не имеет значения
Агент по продажам домашнего интернета (подработка),билайн,"['ДО', 'Обучение', 'без опыта', 'ozon', 'DNS', 'IOS', 'консультант', 'Android', 'wildberries']",0,Свердловская область,Россия,более 5000,67500.0,Не имеет значения
Инженер-испытатель РЭА,"ООО ""ИСИНТЕЛ ТЕХНОЛОГИИ""","['Тестирование ПО', 'ДО', 'Тестирование приложений', 'Обучение', 'ГОСТ', 'can', 'функциональное тестирование', 'gsm', 'понимание']",1,Московская область,Россия,менее 50,110000.0,Не имеет значения
Техник / системный администратор,ГОУ СОШ № 1270,['Видео'],1,Московская область,Россия,50 — 100,0.0,Среднее специальное
IT-специалист,МВД России по Ростовской области,"['Unix', 'Грамотная речь', 'знание', 'Обучение', 'взаимодействие', 'Видео', 'понимание']",0,Ростовская область,Россия,менее 50,50000.0,Высшее
Менеджер по продажам услуг связи,Ростелеком,"['it', 'Консультирование клиентов', 'Консультирование', 'подбор', 'ДО', 'B2C', 'Обучение', 'без опыта', 'видеонаблюдение', 'продажи']",0,Ставропольский край,Россия,более 5000,79000.0,Не имеет значения
